price,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,accommodates,bathrooms,bedrooms,beds,guests_included,review_scores_rating,reviews_per_month
201.00,1.00,0.99,t,Neighborhood Nine,4,1,2,3,2,97,1.63
90.00,0.91,0.97,f,Mid-Cambridge,2,1,1,1,1,96,2.47
48.00,0.86,1.00,t,Mid-Cambridge,1,2,1,1,1,96,7.33
390.00,N/A,0.00,f,Mid-Cambridge,6,2,2,2,4,98,0.58
500.00,N/A,N/A,f,West Cambridge,4,2,2,2,1,100,0.12
100.00,1.00,1.00,t,Cambridgeport,2,1,1,1,1,98,8.03
141.00,1.00,1.00,f,The Port,5,1,2,2,1,93,4.42
150.00,N/A,0.92,f,Neighborhood Nine,2,1,0,1,2,96,0.53
350.00,1.00,1.00,t,Cambridgeport,6,2.5,3,6,1,100,0.29
110.00,1.00,1.00,t,Cambridgeport,2,1,1,2,1,94,1.76
240.00,1.00,0.92,f,Mid-Cambridge,6,1,2,2,4,95,2.13
175.00,1.00,0.99,t,Cambridgeport,2,1,0,1,1,97,6.13
115.00,N/A,1.00,f,Mid-Cambridge,1,1,1,1,1,80,0.07
70.00,0.86,1.00,t,Mid-Cambridge,1,2,1,1,1,95,8.01
140.00,1.00,0.84,f,Riverside,5,1,2,2,1,90,0.13
258.00,1.00,1.00,t,Strawberry Hill,6,1,2,2,4,98,0.76
126.00,1.00,0.92,t,Mid-Cambridge,2,1,1,1,1,93,1.52
275.00,1.00,1.00,t,The Port,6,2,2,3,4,95,0.89
150.00,N/A,N/A,f,Neighborhood Nine,3,1,2,2,1,,
179.00,1.00,0.68,t,Cambridgeport,2,1,1,1,1,99,1.22
120.00,1.00,0.84,f,North Cambridge,4,1,2,2,1,76,0.11
90.00,1.00,0.98,f,East Cambridge,1,1,1,1,1,92,2.17
150.00,1.00,0.84,f,Mid-Cambridge,4,2.5,2,2,1,87,0.09
75.00,1.00,1.00,f,Strawberry Hill,1,1,1,1,1,93,0.52
495.00,1.00,1.00,t,Strawberry Hill,10,2,4,5,8,98,0.96
194.00,1.00,0.78,f,Cambridgeport,2,1,1,2,1,95,0.09
200.00,1.00,0.68,t,Cambridgeport,4,2,2,3,1,99,1.37
75.00,0.80,0.66,t,Agassiz,1,1,1,1,1,99,0.58
95.00,N/A,N/A,f,Cambridgeport,1,1,1,1,2,100,0.94
110.00,1.00,0.84,f,Mid-Cambridge,2,1,0,1,1,96,0.2
89.00,1.00,1.00,t,Strawberry Hill,2,1,1,1,1,97,0.53
65.00,1.00,0.86,t,The Port,1,1,1,1,1,99,0.56
175.00,1.00,1.00,t,Cambridgeport,2,1,1,1,1,98,0.83
89.00,1.00,1.00,t,Strawberry Hill,2,1,1,1,1,100,0.24
60.00,0.91,0.97,f,Mid-Cambridge,2,1,1,2,1,96,3.3
75.00,1.00,1.00,t,Strawberry Hill,2,1,1,2,2,95,0.48
89.00,1.00,1.00,t,Strawberry Hill,2,1,1,1,1,98,0.21
75.00,1.00,0.96,t,North Cambridge,1,1,1,1,1,99,1.28
129.00,N/A,N/A,f,Mid-Cambridge,2,1,1,1,2,97,0.98
110.00,1.00,0.84,f,Mid-Cambridge,2,1,0,1,1,90,0.09
120.00,1.00,1.00,t,Cambridgeport,2,1,1,2,1,97,2.1
150.00,1.00,0.84,f,Riverside,4,1,2,2,1,80,0.03
60.00,N/A,1.00,f,Cambridgeport,1,1,1,1,1,96,0.38
325.00,1.00,1.00,t,Cambridgeport,5,2.5,3,0,1,93,0.07
99.00,1.00,0.40,f,Neighborhood Nine,1,1,0,1,1,100,0.08
99.00,1.00,0.98,f,East Cambridge,1,1,1,1,1,94,3.16
200.00,N/A,1.00,t,East Cambridge,4,1,1,1,1,99,0.86
85.00,1.00,0.84,f,Mid-Cambridge,1,1,0,1,1,93,0.18
130.00,1.00,0.84,f,Mid-Cambridge,2,2,1,1,1,60,0.02
120.00,1.00,0.84,f,North Cambridge,2,1,1,1,1,100,0.03
250.00,1.00,0.95,t,Riverside,7,2,3,3,1,99,4.53
125.00,1.00,0.97,t,Strawberry Hill,3,1,1,1,2,99,5.71
130.00,1.00,0.84,f,Riverside,4,1,2,2,1,100,0.2
190.00,1.00,0.96,t,Wellington-Harrington,8,2,3,5,6,98,4.87
75.00,1.00,1.00,f,Mid-Cambridge,2,1,1,1,1,95,5.25
75.00,1.00,1.00,f,Riverside,2,1,1,1,1,94,4.62
145.00,0.92,0.91,f,Wellington-Harrington,7,1,2,3,2,92,5.33
179.00,1.00,0.68,t,Cambridgeport,2,1,1,1,1,98,0.61
219.00,0.99,0.92,f,East Cambridge,3,1,1,2,1,100,0.09
165.00,1.00,0.92,t,East Cambridge,3,1,1,1,2,100,2.8
150.00,N/A,0.83,f,The Port,5,1,2,2,1,90,0.14
179.00,N/A,1.00,f,Mid-Cambridge,4,1,1,1,2,93,0.27
95.00,1.00,1.00,t,Neighborhood Nine,2,2,1,1,1,97,2.67
130.00,1.00,0.84,f,Riverside,4,1,2,2,1,91,0.2
145.00,1.00,1.00,f,Agassiz,4,1,1,2,2,94,4.5
90.00,1.00,0.78,t,The Port,2,1,1,0,1,93,0.91
100.00,1.00,1.00,t,Wellington-Harrington,2,1,0,1,1,99,1.86
60.00,N/A,N/A,f,The Port,1,1,1,1,1,93,0.07
89.00,1.00,0.99,f,Mid-Cambridge,2,1,1,1,1,93,1.67
300.00,1.00,0.99,t,Cambridgeport,4,2.5,2,2,1,98,3.97
117.00,1.00,0.98,f,East Cambridge,1,1,1,1,1,94,1.67
70.00,N/A,N/A,f,Wellington-Harrington,2,1,2,1,1,80,0.07
120.00,1.00,1.00,t,The Port,1,1,1,1,1,97,0.67
110.00,1.00,1.00,t,Cambridgeport,1,1,1,1,1,93,0.39
135.00,N/A,0.33,f,Riverside,2,1,0,1,1,94,0.23
100.00,1.00,0.91,t,Agassiz,1,1,1,1,1,100,3.11
70.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,92,0.3
219.00,0.99,0.92,f,East Cambridge,3,1,1,2,1,80,0.05
88.00,1.00,1.00,f,East Cambridge,2,1,1,1,1,92,0.6
64.00,1.00,0.74,f,Cambridgeport,1,1,1,1,1,92,0.3
225.00,N/A,0.96,f,Cambridgeport,5,1,2,2,2,94,2.97
179.00,1.00,0.68,t,Cambridgeport,2,1,1,1,1,97,0.88
60.00,1.00,1.00,f,Strawberry Hill,1,1,1,1,1,96,0.68
100.00,1.00,0.00,f,Mid-Cambridge,2,1.5,2,2,1,,
120.00,1.00,0.98,t,West Cambridge,4,1,0,1,1,96,4.1
70.00,N/A,1.00,f,Riverside,1,1,1,0,1,96,0.15
75.00,1.00,1.00,f,Riverside,2,1,1,1,1,94,5.11
395.00,N/A,N/A,f,Mid-Cambridge,1,1,1,1,1,100,0.02
75.00,1.00,1.00,f,Riverside,2,1,1,1,1,93,4.71
205.00,N/A,N/A,f,The Port,2,1,1,1,1,98,0.39
170.00,1.00,0.92,t,The Port,3,1,1,1,2,99,0.53
225.00,0.93,1.00,f,Riverside,5,1,2,3,4,86,2.09
160.00,1.00,0.92,t,The Port,3,1,1,1,2,97,0.16
80.00,1.00,0.78,t,The Port,1,2,1,1,1,96,0.21
70.00,N/A,1.00,f,Cambridgeport,2,1,1,1,1,97,0.83
110.00,1.00,1.00,t,The Port,2,1,1,2,1,96,1.66
325.00,1.00,1.00,t,Cambridgeport,5,2.5,3,5,1,95,0.26
120.00,1.00,1.00,t,Cambridgeport,2,1,1,2,1,96,1.61
110.00,1.00,1.00,t,Cambridgeport,2,1,1,2,1,96,1.19
130.00,1.00,1.00,t,Cambridgeport,2,1,1,2,1,98,1.21
110.00,1.00,1.00,t,Cambridgeport,2,1,1,4,1,96,0.69
110.00,1.00,1.00,t,Cambridgeport,2,1,1,2,1,93,0.51
100.00,1.00,1.00,t,The Port,2,1,1,2,1,97,0.16
158.00,1.00,1.00,t,East Cambridge,2,1,1,1,2,96,3.16
197.00,1.00,1.00,t,Cambridgeport,6,1,2,2,4,100,0.21
299.00,0.89,0.95,f,Mid-Cambridge,8,1,2,2,4,94,4.93
175.00,0.00,0.81,f,Riverside,2,1,1,1,2,94,0.6
255.00,1.00,0.83,t,Mid-Cambridge,4,2,3,3,1,100,0.28
100.00,0.00,0.81,f,Riverside,2,1,1,1,1,99,0.4
45.00,0.99,0.98,f,Wellington-Harrington,2,1,1,1,1,87,5.13
45.00,0.99,0.98,f,Wellington-Harrington,1,2,1,1,1,89,4.67
77.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,92,0.5
62.00,1.00,0.74,f,Cambridgeport,1,1,1,1,1,95,0.46
190.00,1.00,0.97,t,Mid-Cambridge,2,1,1,1,2,99,4.05
205.00,1.00,0.94,t,Neighborhood Nine,4,1,1,2,3,100,2.09
76.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,95,0.21
70.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,97,0.19
99.00,1.00,0.74,f,Cambridgeport,3,1,1,2,1,95,1.09
190.00,1.00,0.97,t,Mid-Cambridge,3,1,1,2,2,100,4.04
155.00,1.00,0.92,t,The Port,2,1,1,1,2,99,0.34
195.00,1.00,0.86,t,East Cambridge,4,1,1,3,3,99,4.22
65.00,1.00,1.00,f,The Port,1,1,1,1,1,95,9.41
52.00,1.00,0.90,t,Neighborhood Nine,2,1,1,1,1,98,3.15
188.00,1.00,0.93,f,Riverside,4,1,1,1,2,83,0.85
395.00,N/A,0.94,t,Mid-Cambridge,6,1,2,2,1,100,0.4
350.00,1.00,1.00,t,Cambridgeport,6,2.5,3,6,1,97,0.45
150.00,N/A,0.97,t,West Cambridge,4,1,1,2,2,99,2.86
120.00,1.00,1.00,t,The Port,2,1,1,2,1,95,1.35
110.00,1.00,1.00,t,Cambridgeport,2,1,1,2,1,96,1.36
46.00,0.99,0.98,f,Wellington-Harrington,2,2,1,1,1,92,4.85
54.00,0.99,0.98,f,Wellington-Harrington,2,2,1,1,1,88,4.49
100.00,1.00,N/A,f,North Cambridge,2,2,1,1,1,99,0.36
571.00,0.78,0.56,f,East Cambridge,3,1,1,1,1,,
571.00,0.78,0.56,f,East Cambridge,3,1,1,1,1,100,0.03
299.00,0.78,0.56,f,East Cambridge,5,2,2,2,1,,
299.00,0.78,0.56,f,East Cambridge,5,2,2,2,1,,
299.00,0.78,0.56,f,East Cambridge,5,2,2,2,1,100,0.06
44.00,0.99,0.98,f,Wellington-Harrington,2,2,1,2,1,94,5.05
47.00,0.99,0.98,f,Wellington-Harrington,2,2,1,1,1,91,5.32
45.00,0.99,0.98,f,Wellington-Harrington,2,2,1,1,1,90,5.52
45.00,0.99,0.98,f,Wellington-Harrington,2,2,1,1,1,89,6.18
140.00,1.00,0.92,f,East Cambridge,4,1,1,1,2,90,3.89
165.00,0.90,0.93,t,The Port,2,1,1,1,1,99,4.6
99.00,1.00,0.99,f,West Cambridge,7,1,2,3,5,91,3.92
200.00,0.80,0.56,f,East Cambridge,4,1.5,2,2,1,,0.59
140.00,1.00,0.92,f,East Cambridge,4,1,1,1,2,92,3.89
215.00,1.00,0.98,f,Neighborhood Nine,3,1,1,2,2,97,0.57
75.00,1.00,0.88,t,North Cambridge,1,2,1,1,1,98,0.82
120.00,1.00,1.00,t,Mid-Cambridge,1,1,1,0,1,100,0.22
100.00,1.00,1.00,t,Mid-Cambridge,1,1,1,1,1,98,0.3
410.00,N/A,0.91,f,Neighborhood Nine,12,2,3,9,6,95,1.86
120.00,1.00,1.00,t,Mid-Cambridge,1,1,1,0,1,95,0.21
35.00,0.90,0.40,f,North Cambridge,2,1,1,1,1,99,0.96
80.00,1.00,0.95,t,North Cambridge,6,1,3,3,2,100,1.2
203.00,1.00,1.00,t,Mid-Cambridge,5,2,3,4,4,99,4.06
115.00,1.00,0.99,t,Mid-Cambridge,6,2,2,3,4,99,3.44
125.00,1.00,1.00,t,Mid-Cambridge,2,1,1,0,1,100,0.14
115.00,1.00,1.00,t,Riverside,2,1,1,0,1,,
100.00,1.00,1.00,t,Riverside,2,1,1,0,1,95,0.36
100.00,1.00,1.00,t,North Cambridge,1,1,1,0,1,85,1.11
73.00,1.00,0.74,f,Cambridgeport,1,1,1,1,1,100,0.15
100.00,1.00,1.00,f,Wellington-Harrington,2,1,1,1,1,91,2.72
280.00,1.00,0.93,t,The Port,4,1.5,2,2,2,99,0.98
194.00,1.00,0.97,t,East Cambridge,3,1,1,1,2,98,1.66
90.00,1.00,0.97,t,East Cambridge,3,1,2,2,2,97,2.94
150.00,N/A,0.50,f,Cambridgeport,2,1,1,1,1,98,0.65
109.00,1.00,0.92,f,Cambridgeport,2,1,1,1,1,95,2.06
120.00,1.00,1.00,t,Wellington-Harrington,2,2,1,1,1,96,6.91
350.00,1.00,0.98,t,West Cambridge,4,1,2,2,4,99,1.84
95.00,0.90,0.65,t,Cambridgeport,2,1,1,1,1,97,0.18
120.00,1.00,1.00,t,Riverside,1,1,1,0,1,100,0.25
100.00,1.00,1.00,t,Wellington-Harrington,2,2,1,1,1,97,6.13
115.00,1.00,0.63,t,Mid-Cambridge,6,1,2,3,1,98,2.71
99.00,1.00,0.63,t,Mid-Cambridge,4,1,1,2,1,97,1.93
469.00,0.90,1.00,t,The Port,6,1,3,3,1,96,5.95
81.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,95,0.84
79.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,81,0.47
81.00,1.00,0.74,f,Cambridgeport,2,1,1,1,1,94,0.45
229.00,1.00,0.78,f,Cambridgeport,2,1,1,2,1,100,0.19
66.00,0.00,1.00,f,East Cambridge,2,1,1,2,1,89,2.95
150.00,0.92,0.91,f,Wellington-Harrington,6,1,2,3,3,95,5.05
75.00,1.00,0.97,t,Mid-Cambridge,1,1,1,1,1,99,0.76
75.00,0.72,0.97,f,Wellington-Harrington,1,1,1,1,1,94,2.63
125.00,0.95,0.98,f,West Cambridge,5,1,1,9,2,90,1.11
98.00,0.72,0.97,f,The Port,2,1,1,1,2,92,4.97
90.00,1.00,1.00,f,Riverside,2,1,1,1,1,96,6.74
299.00,N/A,0.75,f,Mid-Cambridge,2,1.5,1,1,1,100,0.24
265.00,N/A,1.00,t,Strawberry Hill,2,1,1,1,2,98,0.61
150.00,1.00,1.00,t,Wellington-Harrington,2,2,1,1,1,97,3.89
110.00,1.00,1.00,t,Agassiz,4,1,1,1,2,97,7.45
105.00,0.90,0.40,f,North Cambridge,3,1.5,1,1,1,100,0.27
258.00,1.00,0.92,f,East Cambridge,8,2,2,2,3,100,0.05
71.00,1.00,1.00,t,Wellington-Harrington,2,2,1,1,1,97,8.76
299.00,N/A,1.00,t,Agassiz,4,2,2,2,1,100,2.68
134.00,1.00,0.92,f,East Cambridge,4,1,1,2,2,96,0.59
40.00,1.00,0.99,f,West Cambridge,1,1,1,1,1,85,0.6
509.00,1.00,1.00,t,Mid-Cambridge,6,2,3,3,1,96,6.41
200.00,1.00,1.00,t,North Cambridge,4,1,2,3,2,98,4.06
200.00,N/A,0.60,f,Riverside,2,1,1,1,1,100,0.11
88.00,0.91,0.97,f,Mid-Cambridge,2,1,1,1,1,96,0.71
120.00,1.00,0.84,f,Mid-Cambridge,2,1,0,1,1,100,0.06
240.00,1.00,0.73,t,Mid-Cambridge,3,2.5,2,2,3,100,2.4
264.00,N/A,0.91,f,Neighborhood Nine,8,1,2,5,4,94,1.82
419.00,0.78,0.56,f,East Cambridge,5,2,2,2,1,,
349.00,0.78,0.56,f,East Cambridge,3,1,1,1,1,,
72.00,N/A,0.75,f,Agassiz,2,1,1,1,1,99,0.93
1375.00,1.00,0.25,f,Agassiz,9,2.5,5,5,1,100,0.09
250.00,N/A,1.00,f,Cambridgeport,2,1,1,1,1,97,0.64
250.00,N/A,1.00,f,Cambridgeport,2,1,1,1,1,100,0.09
199.00,0.83,0.88,f,Neighborhood Nine,2,1,1,1,1,100,0.12
150.00,0.83,0.88,f,Neighborhood Nine,4,1,1,2,2,80,0.03
140.00,0.83,0.88,f,Neighborhood Nine,2,1,1,1,2,85,0.12
325.00,1.00,1.00,t,Mid-Cambridge,6,2,3,4,1,99,3.66
119.00,1.00,1.00,t,Agassiz,2,1.5,1,1,1,100,2.45
243.00,1.00,0.78,f,Cambridgeport,2,1,1,2,1,100,0.12
57.00,1.00,0.34,f,The Port,2,1,1,1,1,100,0.06
202.00,1.00,1.00,t,Cambridgeport,5,1.5,2,2,2,98,3.42
145.00,1.00,0.97,t,Cambridgeport,4,1,2,2,1,100,4.97
250.00,0.67,N/A,f,The Port,4,2,2,3,1,95,0.18
65.00,0.97,1.00,t,East Cambridge,1,1,1,1,1,98,5.81
599.00,1.00,1.00,t,The Port,6,2,3,3,6,98,0.6
109.00,1.00,0.98,t,Mid-Cambridge,2,1,1,1,1,100,3.59
99.00,1.00,0.99,f,Cambridgeport,2,2,1,2,1,90,7.01
99.00,1.00,0.99,f,Cambridgeport,3,2,1,3,1,92,7.57
39.00,1.00,0.99,f,West Cambridge,2,1,1,1,1,90,0.29
270.00,1.00,1.00,t,Neighborhood Nine,6,1.5,2,3,6,99,3.47
183.00,1.00,0.79,t,East Cambridge,2,1,1,1,1,96,2.23
129.00,1.00,1.00,t,The Port,2,1,1,1,2,99,8.07
125.00,1.00,1.00,t,The Port,2,1,1,1,2,99,9.42
115.00,1.00,1.00,t,The Port,2,1,1,1,2,99,8.95
250.00,1.00,1.00,t,The Port,6,1,2,3,4,99,10.35
65.00,1.00,0.97,t,Mid-Cambridge,1,1,1,1,1,98,0.68
50.00,1.00,1.00,t,North Cambridge,1,1,1,1,1,98,2.89
489.00,0.78,0.56,f,East Cambridge,5,2,2,1,1,,
600.00,1.00,0.44,f,The Port,10,3.5,3,5,8,,
99.00,1.00,0.99,f,Riverside,2,2,1,1,1,89,4.67
225.00,1.00,0.99,t,Mid-Cambridge,2,1,1,1,2,98,2.53
203.00,1.00,1.00,t,Cambridgeport,6,1.5,2,2,2,97,3.6
175.00,1.00,0.99,f,West Cambridge,6,1,2,2,5,92,4.3
150.00,1.00,1.00,t,Riverside,5,1,1,3,1,96,3.57
260.00,N/A,1.00,f,East Cambridge,6,2,2,3,1,95,1.48
78.00,1.00,N/A,f,Mid-Cambridge,1,1,1,1,1,95,0.45
125.00,1.00,0.99,t,Mid-Cambridge,4,1,1,1,2,98,2.27
135.00,0.99,0.92,f,East Cambridge,3,1,1,2,1,,
225.00,1.00,0.99,t,Mid-Cambridge,2,1,1,1,2,97,2.8
499.00,0.78,0.56,f,East Cambridge,5,2,2,3,1,100,0.15
279.00,1.00,0.96,t,The Port,6,1,3,3,2,98,4.13
145.00,1.00,0.92,f,East Cambridge,4,1,1,2,2,89,3.97
220.00,N/A,0.99,t,Riverside,4,1,2,2,2,96,1.15
275.00,N/A,0.00,f,Wellington-Harrington,6,2,2,3,2,,
201.00,1.00,0.99,t,Mid-Cambridge,4,1,1,1,2,97,1.91
80.00,0.89,0.94,t,Mid-Cambridge,1,2,1,1,1,98,0.44
160.00,N/A,0.95,t,Agassiz,2,1,1,1,2,100,1.62
79.00,N/A,1.00,f,Mid-Cambridge,1,1,1,1,1,91,0.4
75.00,0.89,0.94,t,Mid-Cambridge,2,2,1,1,1,91,0.32
215.00,N/A,N/A,f,Mid-Cambridge,6,3,2,2,4,100,0.52
89.00,0.95,1.00,f,Mid-Cambridge,2,1,1,1,1,90,1.63
89.00,0.95,1.00,f,Mid-Cambridge,2,1,1,1,1,96,0.94
99.00,0.95,1.00,f,Mid-Cambridge,2,1.5,1,0,1,88,3.58
139.00,0.95,1.00,f,Mid-Cambridge,2,1,1,1,1,91,1.45
89.00,0.95,1.00,f,Mid-Cambridge,2,1,1,1,1,86,3.88
84.00,0.72,0.97,f,Wellington-Harrington,2,1,1,1,2,92,4.09
99.00,0.95,1.00,f,Mid-Cambridge,3,1,1,2,1,92,2.38
95.00,0.95,1.00,f,Mid-Cambridge,4,1,1,1,1,85,3.59
50.00,1.00,1.00,t,The Port,1,1,1,1,1,96,4.42
54.00,1.00,1.00,t,The Port,1,1,1,1,1,96,5.98
150.00,1.00,1.00,t,Wellington-Harrington,2,2,1,1,1,97,3.44
199.00,1.00,0.90,t,Mid-Cambridge,4,1.5,1,2,1,100,0.9
170.00,1.00,0.92,f,East Cambridge,6,1,2,3,3,95,0.53
79.00,0.95,1.00,f,Mid-Cambridge,2,0,1,0,1,86,1.42
75.00,0.95,1.00,f,Mid-Cambridge,2,1,1,1,1,87,1.29
108.00,1.00,N/A,f,Riverside,2,1,1,1,2,100,0.05
170.00,1.00,1.00,f,Riverside,4,1,1,2,2,92,6.46
599.00,0.90,0.88,t,Riverside,9,3,4,5,6,99,2.42
119.00,1.00,1.00,t,Agassiz,2,1.5,1,1,1,100,2.52
224.00,1.00,1.00,t,East Cambridge,3,1,1,1,2,99,3.37
70.00,0.97,1.00,t,East Cambridge,2,1,1,1,1,99,5.09
70.00,N/A,0.75,t,Wellington-Harrington,2,1,1,2,2,94,1.12
540.00,N/A,1.00,f,Wellington-Harrington,14,1,4,7,1,92,0.17
130.00,1.00,0.96,f,Mid-Cambridge,2,1,1,1,1,96,0.66
130.00,1.00,0.96,f,Mid-Cambridge,2,1,1,1,1,94,0.76
130.00,1.00,0.96,f,Riverside,2,1,1,1,1,95,1.32
170.00,1.00,0.98,t,North Cambridge,4,1,0,1,2,99,4.08
100.00,N/A,0.99,t,Riverside,2,1,1,1,1,97,1.32
109.00,1.00,1.00,t,The Port,4,1,2,2,4,80,0.26
100.00,1.00,1.00,t,Agassiz,2,1,1,1,1,99,2.7
135.00,1.00,1.00,t,The Port,4,2,1,2,1,98,0.56
38.00,N/A,N/A,f,Neighborhood Nine,1,1,1,1,1,100,0.04
100.00,N/A,0.99,t,Riverside,2,1,1,1,1,97,1.4
78.00,1.00,1.00,f,The Port,2,1,1,1,2,93,2.62
100.00,N/A,N/A,f,Mid-Cambridge,2,1,1,1,1,100,0.6
